5000 3
1.00000E-02	-7.85247E+01	-7.86321E+01
2.00000E-02	-7.84778E+01	-7.86508E+01
3.00000E-02	-7.86528E+01	-7.88664E+01
4.00000E-02	-7.84965E+01	-7.87508E+01
5.00000E-02	-7.83653E+01	-7.82352E+01
6.00000E-02	-7.87497E+01	-7.81352E+01
7.00000E-02	-7.88497E+01	-7.82977E+01
8.00000E-02	-7.84497E+01	-7.81633E+01
9.00000E-02	-7.83684E+01	-7.81914E+01
1.00000E-01	-7.85965E+01	-7.84946E+01
1.10000E-01	-7.88122E+01	-7.88477E+01
1.20000E-01	-7.85278E+01	-7.86821E+01
1.30000E-01	-7.82997E+01	-7.84352E+01
1.40000E-01	-7.84059E+01	-7.86071E+01
1.50000E-01	-7.84778E+01	-7.87446E+01
1.60000E-01	-7.83247E+01	-7.85133E+01
1.70000E-01	-7.87559E+01	-7.85196E+01
1.80000E-01	-7.89840E+01	-7.89664E+01
1.90000E-01	-7.88653E+01	-7.88508E+01
2.00000E-01	-7.83715E+01	-7.85039E+01
2.10000E-01	-7.84090E+01	-7.83914E+01
2.20000E-01	-7.85309E+01	-7.84352E+01
2.30000E-01	-7.85778E+01	-7.82758E+01
2.40000E-01	-7.85747E+01	-7.81946E+01
2.50000E-01	-7.88309E+01	-7.84164E+01
2.60000E-01	-7.90434E+01	-7.86508E+01
2.70000E-01	-7.88590E+01	-7.84633E+01
2.80000E-01	-7.86278E+01	-7.82164E+01
2.90000E-01	-7.85559E+01	-7.84696E+01
3.00000E-01	-7.83309E+01	-7.87664E+01
3.10000E-01	-7.84184E+01	-7.88602E+01
3.20000E-01	-7.88465E+01	-7.87852E+01
3.30000E-01	-7.89122E+01	-7.84946E+01
3.40000E-01	-7.86590E+01	-7.82008E+01
3.50000E-01	-7.82122E+01	-7.81164E+01
3.60000E-01	-7.82934E+01	-7.84477E+01
3.70000E-01	-7.86528E+01	-7.87321E+01
3.80000E-01	-7.85184E+01	-7.86664E+01
3.90000E-01	-7.83622E+01	-7.87352E+01
4.00000E-01	-7.84778E+01	-7.87883E+01
4.10000E-01	-7.86778E+01	-7.87883E+01
4.20000E-01	-7.84590E+01	-7.85758E+01
4.30000E-01	-7.84653E+01	-7.87571E+01
4.40000E-01	-7.87934E+01	-7.89883E+01
4.50000E-01	-7.90965E+01	-7.88477E+01
4.60000E-01	-7.87559E+01	-7.86133E+01
4.70000E-01	-7.85497E+01	-7.87758E+01
4.80000E-01	-7.87653E+01	-7.91789E+01
4.90000E-01	-7.88278E+01	-7.88602E+01
5.00000E-01	-7.84965E+01	-7.84071E+01
5.10000E-01	-7.86403E+01	-7.84383E+01
5.20000E-01	-7.88809E+01	-7.86571E+01
5.30000E-01	-7.88122E+01	-7.84852E+01
5.40000E-01	-7.82372E+01	-7.85008E+01
5.50000E-01	-7.84653E+01	-7.85258E+01
5.60000E-01	-7.87122E+01	-7.83289E+01
5.70000E-01	-7.86309E+01	-7.80383E+01
5.80000E-01	-7.85434E+01	-7.81946E+01
5.90000E-01	-7.87778E+01	-7.83789E+01
6.00000E-01	-7.88340E+01	-7.83446E+01
6.10000E-01	-7.85778E+01	-7.82352E+01
6.20000E-01	-7.83528E+01	-7.84352E+01
6.30000E-01	-7.86559E+01	-7.87133E+01
6.40000E-01	-7.88278E+01	-7.86571E+01
6.50000E-01	-7.87684E+01	-7.86602E+01
6.60000E-01	-7.87309E+01	-7.89539E+01
6.70000E-01	-7.88872E+01	-7.91258E+01
6.80000E-01	-7.86028E+01	-7.88289E+01
6.90000E-01	-7.82559E+01	-7.84727E+01
7.00000E-01	-7.82590E+01	-7.86227E+01
7.10000E-01	-7.84309E+01	-7.86133E+01
7.20000E-01	-7.83622E+01	-7.85008E+01
7.30000E-01	-7.85184E+01	-7.85977E+01
7.40000E-01	-7.88809E+01	-7.86446E+01
7.50000E-01	-7.90528E+01	-7.82852E+01
7.60000E-01	-7.85590E+01	-7.81821E+01
7.70000E-01	-7.83278E+01	-7.83039E+01
7.80000E-01	-7.86309E+01	-7.84008E+01
7.90000E-01	-7.88497E+01	-7.83539E+01
8.00000E-01	-7.86247E+01	-7.86508E+01
8.10000E-01	-7.85903E+01	-7.89852E+01
8.20000E-01	-7.88528E+01	-7.91508E+01
8.30000E-01	-7.88247E+01	-7.88633E+01
8.40000E-01	-7.85028E+01	-7.87727E+01
8.50000E-01	-7.85122E+01	-7.87633E+01
8.60000E-01	-7.87372E+01	-7.82914E+01
8.70000E-01	-7.87122E+01	-7.80477E+01
8.80000E-01	-7.83059E+01	-7.85446E+01
8.90000E-01	-7.84434E+01	-7.88852E+01
9.00000E-01	-7.85997E+01	-7.87883E+01
9.10000E-01	-7.84434E+01	-7.87946E+01
9.20000E-01	-7.84997E+01	-7.88227E+01
9.30000E-01	-7.87715E+01	-7.87383E+01
9.40000E-01	-7.87122E+01	-7.84321E+01
9.50000E-01	-7.83278E+01	-7.86008E+01
9.60000E-01	-7.84278E+01	-7.89008E+01
9.70000E-01	-7.88965E+01	-7.91102E+01
9.80000E-01	-7.89778E+01	-7.91602E+01
9.90000E-01	-7.85872E+01	-7.90664E+01
1.00000E+00	-7.85309E+01	-7.89352E+01
1.01000E+00	-7.87184E+01	-7.87383E+01
1.02000E+00	-7.86340E+01	-7.87633E+01
1.03000E+00	-7.83340E+01	-7.90258E+01
1.04000E+00	-7.85715E+01	-7.90258E+01
1.05000E+00	-7.86028E+01	-7.87008E+01
1.06000E+00	-7.81215E+01	-7.87446E+01
1.07000E+00	-7.80059E+01	-7.89664E+01
