5000 27
1.8750000e-02	-2.0954861e-03	3.0002997e-02	-2.5745288e-02	1.2798452e-03	1.7341704e-02	-8.9621327e-03	1.2659970e-03	-5.1485615e-03	1.0021701e-03	-1.6885552e-02	-2.3100818e-02	-7.3705045e-03	-4.1230841e-02	-4.0818452e-03	2.3177145e-02	1.6034412e-02	2.9725260e-02	-1.1262300e-02	-4.9569444e-02	-5.3878621e-03	-7.9573413e-03	3.6835740e-03	-2.5119048e-03	-2.9296751e-02	-2.2021479e-02	-3.3165084e-02	
3.7500000e-02	-2.5033854e-02	1.4268731e-02	-2.1341766e-03	1.0831668e-03	-3.5566282e-02	-3.3186424e-02	-2.4385045e-02	-2.3247520e-02	-2.8511719e-02	-1.5446429e-03	2.5749008e-02	3.9613761e-02	2.2587426e-03	5.9875992e-03	-1.3888827e-02	2.0526600e-02	2.7647569e-04	-2.5204608e-02	1.4775174e-02	-2.7699925e-02	-1.3968626e-02	1.9884815e-02	-2.0003224e-02	-5.1432168e-02	1.9499500e-02	-2.2837069e-02	
5.6250000e-02	-4.2439236e-03	6.2049201e-03	-7.6680308e-03	-4.2927073e-03	2.7366691e-03	-2.6781282e-02	-1.8113343e-02	-2.1576513e-02	-5.8337674e-03	2.1466721e-02	-3.6208457e-02	3.3910090e-02	-1.4212612e-02	6.8773562e-03	2.2352493e-02	3.9602121e-02	1.9655816e-02	1.2142420e-02	2.6875000e-03	8.0518232e-03	-8.6517857e-03	1.6981446e-02	2.7045387e-02	-6.4234871e-03	-2.0251374e-02	-6.5250127e-03	
7.5000000e-02	1.9453993e-02	-3.1316933e-02	1.1798115e-02	-3.4690435e-02	-1.4407428e-02	7.6380446e-03	-2.3139881e-04	-2.2227555e-02	-6.3385851e-02	-1.3410902e-02	2.6985987e-02	2.2153097e-02	3.9476625e-02	2.2979787e-02	-1.7078931e-02	-4.1495970e-02	-1.8234809e-02	1.1399413e-02	1.2335069e-03	-1.3254995e-02	2.3162450e-02	5.0957510e-02	4.7363591e-03	-1.8359251e-02	1.9433941e-02	1.3207320e-03	
9.3750000e-02	9.3411458e-03	9.4391858e-03	-1.5957961e-02	-4.4874001e-02	2.9536830e-03	3.3768364e-02	1.6977803e-02	-2.2878596e-02	1.6019531e-02	-3.6775724e-05	-2.4728423e-02	2.6600899e-03	-1.1673549e-02	6.5084325e-03	1.1132875e-02	-6.0359003e-03	-2.7045573e-02	3.8147665e-02	-1.2308160e-02	-1.6598526e-02	2.0406374e-02	4.2819782e-03	-2.2998016e-02	-1.0633557e-02	2.6725774e-03	2.9800342e-02	
1.1250000e-01	-2.7377604e-02	1.7743382e-02	1.8851066e-02	2.0903971e-02	-1.3561074e-02	-1.9400963e-02	3.8484623e-03	-4.6928323e-03	-2.4236545e-02	-2.4883804e-02	4.1200397e-02	-2.7191309e-02	3.4897631e-02	4.7072173e-03	-3.1770771e-02	-4.4516989e-03	-8.3172743e-03	2.7439623e-02	2.4704861e-03	-2.4727897e-02	-3.0396577e-02	4.0381839e-03	-2.7989335e-02	-4.4379216e-02	-8.9532967e-03	2.6985626e-02	
1.3125000e-01	-1.8523437e-02	-2.5503996e-02	-2.0884177e-02	1.0152223e-02	2.0727121e-02	-1.4569402e-02	-3.8330853e-04	7.9761905e-04	1.2004774e-02	-3.4458666e-03	-2.4193948e-03	-1.8515609e-02	-3.7085875e-02	-1.2241567e-02	1.5625620e-03	6.2642609e-04	7.3077257e-03	2.9318994e-02	-4.8428819e-03	-1.4435065e-02	-3.5322793e-02	3.5910588e-04	1.2982887e-02	-1.8142237e-02	-1.5618506e-02	8.8340299e-03	
1.5000000e-01	2.2014757e-02	-3.1622877e-02	1.3577629e-02	6.3279221e-03	-6.9638517e-03	-2.8007852e-03	-3.2240947e-02	-3.5643601e-03	-1.4188802e-02	5.8198676e-03	3.9825149e-03	1.3127747e-02	-6.3567088e-03	-3.8431300e-03	-2.8190042e-02	4.1854539e-03	-2.5569878e-02	3.9196616e-02	1.9006944e-02	1.0630495e-02	-1.3599702e-02	4.1338716e-02	-8.5665923e-03	-5.6422371e-03	1.5946553e-04	3.4432434e-02	
1.6875000e-01	2.0277778e-03	-2.0521479e-02	-3.1387649e-02	-3.7900849e-03	-3.2484685e-02	1.2225811e-02	3.8331969e-02	4.7455605e-02	1.5238281e-02	2.1554133e-02	-2.6703249e-02	2.2196803e-02	-2.6582403e-02	-5.6226438e-03	-2.3285528e-02	2.8968440e-02	-9.4457465e-03	3.7186126e-02	2.4704861e-03	2.3239760e-02	5.5409226e-03	8.9140704e-03	7.9915675e-03	4.0365823e-03	-2.4359765e-02	2.9689526e-02	
1.8750000e-01	6.1076389e-03	-4.1316184e-03	2.5838914e-02	4.0333417e-03	-2.0874442e-02	6.9953141e-03	9.9899554e-03	5.9933904e-02	-9.4796007e-03	-1.4590972e-02	6.5215774e-03	2.0208167e-02	1.7276104e-02	1.7684648e-02	-1.7143477e-03	2.3955419e-02	3.0593316e-02	2.8029658e-02	1.1932292e-02	4.7190809e-02	-4.9206349e-04	2.8328964e-02	-3.9903398e-02	1.9098462e-03	1.8887612e-02	4.6356193e-02	
