5000 3
1.0000000e-02	-7.8508464e+01	-7.8604036e+01	
2.0000000e-02	-7.8461589e+01	-7.8622786e+01	
3.0000000e-02	-7.8636589e+01	-7.8838411e+01	
4.0000000e-02	-7.8480339e+01	-7.8722786e+01	
5.0000000e-02	-7.8349089e+01	-7.8207161e+01	
6.0000000e-02	-7.8733464e+01	-7.8107161e+01	
7.0000000e-02	-7.8833464e+01	-7.8269661e+01	
8.0000000e-02	-7.8433464e+01	-7.8135286e+01	
9.0000000e-02	-7.8352214e+01	-7.8163411e+01	
1.0000000e-01	-7.8580339e+01	-7.8466536e+01	
1.1000000e-01	-7.8795964e+01	-7.8819661e+01	
1.2000000e-01	-7.8511589e+01	-7.8654036e+01	
1.3000000e-01	-7.8283464e+01	-7.8407161e+01	
1.4000000e-01	-7.8389714e+01	-7.8579036e+01	
1.5000000e-01	-7.8461589e+01	-7.8716536e+01	
1.6000000e-01	-7.8308464e+01	-7.8485286e+01	
1.7000000e-01	-7.8739714e+01	-7.8491536e+01	
1.8000000e-01	-7.8967839e+01	-7.8938411e+01	
1.9000000e-01	-7.8849089e+01	-7.8822786e+01	
2.0000000e-01	-7.8355339e+01	-7.8475911e+01	
2.1000000e-01	-7.8392839e+01	-7.8363411e+01	
2.2000000e-01	-7.8514714e+01	-7.8407161e+01	
2.3000000e-01	-7.8561589e+01	-7.8247786e+01	
2.4000000e-01	-7.8558464e+01	-7.8166536e+01	
2.5000000e-01	-7.8814714e+01	-7.8388411e+01	
2.6000000e-01	-7.9027214e+01	-7.8622786e+01	
2.7000000e-01	-7.8842839e+01	-7.8435286e+01	
2.8000000e-01	-7.8611589e+01	-7.8188411e+01	
2.9000000e-01	-7.8539714e+01	-7.8441536e+01	
3.0000000e-01	-7.8314714e+01	-7.8738411e+01	
3.1000000e-01	-7.8402214e+01	-7.8832161e+01	
3.2000000e-01	-7.8830339e+01	-7.8757161e+01	
3.3000000e-01	-7.8895964e+01	-7.8466536e+01	
3.4000000e-01	-7.8642839e+01	-7.8172786e+01	
3.5000000e-01	-7.8195964e+01	-7.8088411e+01	
3.6000000e-01	-7.8277214e+01	-7.8419661e+01	
3.7000000e-01	-7.8636589e+01	-7.8704036e+01	
