5000 5
0.44	-78.769445	-78.968055	-78.769445	-78.968055
0.45	-79.072570	-78.827430	-79.072570	-78.827430
0.46	-78.731945	-78.593055	-78.731945	-78.593055
0.47	-78.525695	-78.755555	-78.525695	-78.755555
0.48	-78.741320	-79.158680	-78.741320	-79.158680
0.49	-78.803820	-78.839930	-78.803820	-78.839930
0.50	-78.472570	-78.386805	-78.472570	-78.386805
0.51	-78.616320	-78.418055	-78.616320	-78.418055
0.52	-78.856945	-78.636805	-78.856945	-78.636805
0.53	-78.788195	-78.464930	-78.788195	-78.464930
0.54	-78.213195	-78.480555	-78.213195	-78.480555
0.55	-78.441320	-78.505555	-78.441320	-78.505555
0.56	-78.688195	-78.308680	-78.688195	-78.308680
0.57	-78.606945	-78.018055	-78.606945	-78.018055
0.58	-78.519445	-78.174305	-78.519445	-78.174305
0.59	-78.753820	-78.358680	-78.753820	-78.358680
0.60	-78.810070	-78.324305	-78.810070	-78.324305
0.61	-78.553820	-78.214930	-78.553820	-78.214930
0.62	-78.328820	-78.414930	-78.328820	-78.414930
0.63	-78.631945	-78.693055	-78.631945	-78.693055
0.64	-78.803820	-78.636805	-78.803820	-78.636805
0.65	-78.744445	-78.639930	-78.744445	-78.639930
0.66	-78.706945	-78.933680	-78.706945	-78.933680
0.67	-78.863195	-79.105555	-78.863195	-79.105555
0.68	-78.578820	-78.808680	-78.578820	-78.808680
0.69	-78.231945	-78.452430	-78.231945	-78.452430
0.70	-78.235070	-78.602430	-78.235070	-78.602430
0.71	-78.406945	-78.593055	-78.406945	-78.593055
0.72	-78.338195	-78.480555	-78.338195	-78.480555
0.73	-78.494445	-78.577430	-78.494445	-78.577430
0.74	-78.856945	-78.624305	-78.856945	-78.624305
0.75	-79.028820	-78.264930	-79.028820	-78.264930
0.76	-78.535070	-78.161805	-78.535070	-78.161805
0.77	-78.303820	-78.283680	-78.303820	-78.283680
0.78	-78.606945	-78.380555	-78.606945	-78.380555
0.79	-78.825695	-78.333680	-78.825695	-78.333680
0.80	-78.600695	-78.630555	-78.600695	-78.630555
0.81	-78.566320	-78.964930	-78.566320	-78.964930
0.82	-78.828820	-79.130555	-78.828820	-79.130555
0.83	-78.800695	-78.843055	-78.800695	-78.843055
0.84	-78.478820	-78.752430	-78.478820	-78.752430
0.85	-78.488195	-78.743055	-78.488195	-78.743055
0.86	-78.713195	-78.271180	-78.713195	-78.271180
0.87	-78.688195	-78.027430	-78.688195	-78.027430
0.88	-78.281945	-78.524305	-78.281945	-78.524305
0.89	-78.419445	-78.864930	-78.419445	-78.864930
0.90	-78.575695	-78.768055	-78.575695	-78.768055
0.91	-78.419445	-78.774305	-78.419445	-78.774305
0.92	-78.475695	-78.802430	-78.475695	-78.802430
0.93	-78.747570	-78.718055	-78.747570	-78.718055
0.94	-78.688195	-78.411805	-78.688195	-78.411805
0.95	-78.303820	-78.580555	-78.303820	-78.580555
0.96	-78.403820	-78.880555	-78.403820	-78.880555
0.97	-78.872570	-79.089930	-78.872570	-79.089930
0.98	-78.953820	-79.139930	-78.953820	-79.139930
0.99	-78.563195	-79.046180	-78.563195	-79.046180
1.00	-78.506945	-78.914930	-78.506945	-78.914930
1.01	-78.694445	-78.718055	-78.694445	-78.718055
1.02	-78.610070	-78.743055	-78.610070	-78.743055
1.03	-78.310070	-79.005555	-78.310070	-79.005555
1.04	-78.547570	-79.005555	-78.547570	-79.005555
1.05	-78.578820	-78.680555	-78.578820	-78.680555
1.06	-78.097570	-78.724305	-78.097570	-78.724305
1.07	-77.981945	-78.946180	-77.981945	-78.946180
1.08	-78.500695	-78.793055	-78.500695	-78.793055
1.09	-78.847570	-78.574305	-78.847570	-78.574305
1.10	-78.600695	-78.502430	-78.600695	-78.502430
1.11	-78.331945	-78.702430	-78.331945	-78.702430
1.12	-78.403820	-78.846180	-78.403820	-78.846180
1.13	-78.535070	-78.933680	-78.535070	-78.933680
1.14	-78.353820	-79.152430	-78.353820	-79.152430
1.15	-78.625695	-79.236805	-78.625695	-79.236805
1.16	-79.010070	-78.658680	-79.010070	-78.658680
1.17	-78.981945	-78.183680	-78.981945	-78.183680
1.18	-78.547570	-78.352430	-78.547570	-78.352430
1.19	-78.588195	-78.536805	-78.588195	-78.536805
1.20	-78.738195	-78.386805	-78.738195	-78.386805
1.21	-78.300695	-78.408680	-78.300695	-78.408680
1.22	-78.135070	-78.299305	-78.135070	-78.299305
1.23	-78.713195	-78.233680	-78.713195	-78.233680
1.24	-79.078820	-78.568055	-79.078820	-78.568055
1.25	-78.919445	-78.846180	-78.919445	-78.846180
1.26	-78.644445	-78.839930	-78.644445	-78.839930
1.27	-78.638195	-78.643055	-78.638195	-78.643055
1.28	-78.622570	-78.558680	-78.622570	-78.558680
1.29	-78.428820	-78.714930	-78.428820	-78.714930
1.30	-78.453820	-78.739930	-78.453820	-78.739930
1.31	-78.685070	-78.502430	-78.685070	-78.502430
1.32	-78.569445	-78.521180	-78.569445	-78.521180
1.33	-78.203820	-78.611805	-78.203820	-78.611805
1.34	-78.331945	-78.483680	-78.331945	-78.483680
1.35	-78.391320	-78.314930	-78.391320	-78.314930
1.36	-78.460070	-78.568055	-78.460070	-78.568055
1.37	-78.491320	-78.639930	-78.491320	-78.639930
1.38	-78.585070	-78.524305	-78.585070	-78.524305
1.39	-78.628820	-78.402430	-78.628820	-78.402430
1.40	-78.513195	-78.480555	-78.513195	-78.480555
1.41	-78.528820	-78.249305	-78.528820	-78.249305
1.42	-78.819445	-78.018055	-78.819445	-78.018055
1.43	-78.791320	-78.318055	-78.791320	-78.318055
1.44	-78.388195	-78.643055	-78.388195	-78.643055
1.45	-78.378820	-78.508680	-78.378820	-78.508680
1.46	-78.666320	-78.196180	-78.666320	-78.196180
1.47	-78.656945	-78.308680	-78.656945	-78.308680
1.48	-78.469445	-78.324305	-78.469445	-78.324305
1.49	-78.547570	-78.036805	-78.547570	-78.036805
1.50	-78.672570	-78.011805	-78.672570	-78.011805
1.51	-78.550695	-78.496180	-78.550695	-78.496180
1.52	-78.441320	-78.999305	-78.441320	-78.999305
1.53	-78.603820	-78.836805	-78.603820	-78.836805
1.54	-78.888195	-78.608680	-78.888195	-78.608680
1.55	-78.825695	-78.549305	-78.825695	-78.549305
1.56	-78.528820	-78.543055	-78.528820	-78.543055
1.57	-78.419445	-78.299305	-78.419445	-78.299305
1.58	-78.560070	-78.518055	-78.560070	-78.518055
1.59	-78.541320	-78.727430	-78.541320	-78.727430
1.60	-78.719445	-78.568055	-78.719445	-78.568055
1.61	-78.953820	-78.411805	-78.953820	-78.411805
1.62	-78.981945	-78.496180	-78.981945	-78.496180
1.63	-78.819445	-78.514930	-78.819445	-78.514930
1.64	-78.622570	-78.243055	-78.622570	-78.243055
1.65	-78.597570	-78.346180	-78.597570	-78.346180
1.66	-78.585070	-78.768055	-78.585070	-78.768055
1.67	-78.131945	-78.846180	-78.131945	-78.846180
1.68	-78.141320	-78.533680	-78.141320	-78.533680
1.69	-78.369445	-78.380555	-78.369445	-78.380555
1.70	-78.528820	-78.574305	-78.528820	-78.574305
1.71	-78.575695	-78.493055	-78.575695	-78.493055
1.72	-78.813195	-78.389930	-78.813195	-78.389930
1.73	-78.988195	-78.577430	-78.988195	-78.577430
1.74	-78.672570	-78.733680	-78.672570	-78.733680
1.75	-78.513195	-78.508680	-78.513195	-78.508680
1.76	-78.794445	-78.436805	-78.794445	-78.436805
1.77	-78.828820	-78.677430	-78.828820	-78.677430
1.78	-78.725695	-78.933680	-78.725695	-78.933680
1.79	-78.585070	-78.961805	-78.585070	-78.961805
1.80	-78.713195	-79.039930	-78.713195	-79.039930
1.81	-78.669445	-79.002430	-78.669445	-79.002430
1.82	-78.610070	-78.746180	-78.610070	-78.746180
1.83	-78.750695	-78.571180	-78.750695	-78.571180
1.84	-78.931945	-78.871180	-78.931945	-78.871180
1.85	-78.928820	-79.086805	-78.928820	-79.086805
1.86	-78.591320	-78.855555	-78.591320	-78.855555
1.87	-78.313195	-78.708680	-78.313195	-78.708680
1.88	-78.438195	-78.861805	-78.438195	-78.861805
1.89	-78.360070	-79.030555	-78.360070	-79.030555
1.90	-78.288195	-78.843055	-78.288195	-78.843055
1.91	-78.341320	-78.818055	-78.341320	-78.818055
1.92	-78.725695	-78.805555	-78.725695	-78.805555
1.93	-78.716320	-78.658680	-78.716320	-78.658680
1.94	-78.353820	-78.552430	-78.353820	-78.552430
1.95	-78.563195	-78.786805	-78.563195	-78.786805
1.96	-78.650695	-78.924305	-78.650695	-78.924305
1.97	-78.353820	-78.768055	-78.353820	-78.768055
1.98	-78.306945	-78.627430	-78.306945	-78.627430
1.99	-78.538195	-78.821180	-78.538195	-78.821180
2.00	-78.794445	-79.033680	-78.794445	-79.033680
2.01	-78.660070	-78.943055	-78.660070	-78.943055
2.02	-78.822570	-78.746180	-78.822570	-78.746180
2.03	-78.941320	-78.518055	-78.941320	-78.518055
2.04	-78.922570	-78.496180	-78.922570	-78.496180
2.05	-78.366320	-78.305555	-78.366320	-78.305555
2.06	-78.356945	-78.436805	-78.356945	-78.436805
2.07	-78.675695	-78.818055	-78.675695	-78.818055
2.08	-78.753820	-78.896180	-78.753820	-78.896180
2.09	-78.541320	-78.846180	-78.541320	-78.846180
2.10	-78.631945	-78.927430	-78.631945	-78.927430
2.11	-78.610070	-78.902430	-78.610070	-78.902430
2.12	-78.410070	-78.633680	-78.410070	-78.633680
2.13	-78.503820	-78.543055	-78.503820	-78.543055
2.14	-78.666320	-78.596180	-78.666320	-78.596180
2.15	-78.756945	-78.433680	-78.756945	-78.433680
2.16	-78.538195	-78.114930	-78.538195	-78.114930
2.17	-78.363195	-78.299305	-78.363195	-78.299305
2.18	-78.403820	-78.505555	-78.403820	-78.505555
2.19	-78.366320	-78.480555	-78.366320	-78.480555
2.20	-78.497570	-78.396180	-78.497570	-78.396180
2.21	-78.841320	-78.708680	-78.841320	-78.708680
2.22	-78.860070	-78.977430	-78.860070	-78.977430
2.23	-78.644445	-78.761805	-78.644445	-78.761805
2.24	-78.503820	-78.471180	-78.503820	-78.471180
2.25	-78.628820	-78.583680	-78.628820	-78.583680
2.26	-78.728820	-78.677430	-78.728820	-78.677430
2.27	-78.525695	-78.633680	-78.525695	-78.633680
2.28	-78.406945	-78.552430	-78.406945	-78.552430
2.29	-78.694445	-78.511805	-78.694445	-78.511805
2.30	-78.985070	-78.408680	-78.985070	-78.408680
2.31	-78.697570	-78.255555	-78.697570	-78.255555
2.32	-78.419445	-78.449305	-78.419445	-78.449305
2.33	-78.485070	-78.752430	-78.485070	-78.752430
2.34	-78.538195	-78.433680	-78.538195	-78.433680
2.35	-78.319445	-78.146180	-78.319445	-78.146180
2.36	-78.460070	-78.355555	-78.460070	-78.355555
2.37	-78.863195	-78.639930	-78.863195	-78.639930
2.38	-78.991320	-78.483680	-78.991320	-78.483680
2.39	-78.497570	-78.352430	-78.497570	-78.352430
2.40	-78.488195	-78.399305	-78.488195	-78.399305
2.41	-78.603820	-78.558680	-78.603820	-78.558680
2.42	-78.466320	-78.608680	-78.466320	-78.608680
2.43	-78.275695	-78.736805	-78.275695	-78.736805
2.44	-78.522570	-78.696180	-78.522570	-78.696180
2.45	-78.760070	-78.433680	-78.760070	-78.433680
2.46	-78.685070	-78.239930	-78.685070	-78.239930
2.47	-78.403820	-78.468055	-78.403820	-78.468055
2.48	-78.306945	-78.793055	-78.306945	-78.793055
2.49	-78.313195	-78.708680	-78.313195	-78.708680
2.50	-78.347570	-78.721180	-78.347570	-78.721180
2.51	-78.500695	-78.877430	-78.500695	-78.877430
2.52	-78.891320	-78.705555	-78.891320	-78.705555
2.53	-79.053820	-78.221180	-79.053820	-78.221180
2.54	-78.769445	-78.302430	-78.769445	-78.302430
2.55	-78.453820	-78.558680	-78.453820	-78.558680
2.56	-78.460070	-78.446180	-78.460070	-78.446180
2.57	-78.194445	-78.318055	-78.194445	-78.318055
2.58	-78.128820	-78.368055	-78.128820	-78.368055
2.59	-78.431945	-78.480555	-78.431945	-78.480555
2.60	-78.597570	-78.168055	-78.597570	-78.168055
2.61	-78.353820	-78.046180	-78.353820	-78.046180
2.62	-78.219445	-78.383680	-78.219445	-78.383680
2.63	-78.566320	-78.571180	-78.566320	-78.571180
2.64	-78.806945	-78.374305	-78.806945	-78.374305
2.65	-78.491320	-78.389930	-78.491320	-78.389930
2.66	-78.753820	-78.799305	-78.753820	-78.799305
2.67	-79.097570	-78.871180	-79.097570	-78.871180
2.68	-78.947570	-78.802430	-78.947570	-78.802430
2.69	-78.288195	-78.946180	-78.288195	-78.946180
2.70	-78.178820	-79.096180	-78.178820	-79.096180
2.71	-78.531945	-78.768055	-78.531945	-78.768055
2.72	-78.513195	-78.655555	-78.513195	-78.655555
2.73	-78.160070	-78.886805	-78.160070	-78.886805
2.74	-78.538195	-78.974305	-78.538195	-78.974305
2.75	-78.863195	-78.639930	-78.863195	-78.639930
2.76	-78.525695	-78.452430	-78.525695	-78.452430
2.77	-78.478820	-78.255555	-78.478820	-78.255555
2.78	-78.891320	-78.218055	-78.891320	-78.218055
2.79	-79.260070	-78.196180	-79.260070	-78.196180
2.80	-78.806945	-78.402430	-78.806945	-78.402430
2.81	-78.435070	-78.696180	-78.435070	-78.696180
2.82	-78.538195	-78.568055	-78.538195	-78.568055
2.83	-78.666320	-78.508680	-78.666320	-78.508680
2.84	-78.403820	-78.758680	-78.403820	-78.758680
2.85	-78.460070	-78.911805	-78.460070	-78.911805
2.86	-78.603820	-78.596180	-78.603820	-78.596180
2.87	-78.413195	-78.443055	-78.413195	-78.443055
2.88	-78.153820	-78.755555	-78.153820	-78.755555
2.89	-78.303820	-78.946180	-78.303820	-78.946180
2.90	-78.425695	-78.746180	-78.425695	-78.746180
2.91	-78.303820	-78.946180	-78.303820	-78.946180
2.92	-78.244445	-79.368055	-78.244445	-79.368055
2.93	-78.685070	-79.333680	-78.685070	-79.333680
2.94	-78.885070	-79.058680	-78.885070	-79.058680
2.95	-78.710070	-78.971180	-78.710070	-78.971180
2.96	-78.669445	-78.914930	-78.669445	-78.914930
2.97	-78.878820	-78.796180	-78.878820	-78.796180
2.98	-78.753820	-78.561805	-78.753820	-78.561805
2.99	-78.331945	-78.596180	-78.331945	-78.596180
3.00	-78.338195	-78.424305	-78.338195	-78.424305
3.01	-78.553820	-78.402430	-78.553820	-78.402430
3.02	-78.363195	-78.558680	-78.363195	-78.558680
3.03	-78.413195	-78.580555	-78.413195	-78.580555
3.04	-78.822570	-78.455555	-78.822570	-78.455555
3.05	-78.947570	-78.174305	-78.947570	-78.174305
3.06	-78.556945	-78.218055	-78.556945	-78.218055
3.07	-78.188195	-78.396180	-78.188195	-78.396180
3.08	-78.425695	-78.349305	-78.425695	-78.349305
3.09	-78.685070	-78.355555	-78.685070	-78.355555
3.10	-78.541320	-78.618055	-78.541320	-78.618055
3.11	-78.603820	-78.768055	-78.603820	-78.768055
3.12	-78.806945	-78.364930	-78.806945	-78.364930
3.13	-78.628820	-78.046180	-78.628820	-78.046180
3.14	-78.381945	-78.124305	-78.381945	-78.124305
3.15	-78.375695	-78.527430	-78.375695	-78.527430
3.16	-78.566320	-78.718055	-78.566320	-78.718055
3.17	-78.563195	-78.883680	-78.563195	-78.883680
3.18	-78.472570	-78.936805	-78.472570	-78.936805
3.19	-78.810070	-78.789930	-78.810070	-78.789930
3.20	-78.803820	-78.596180	-78.803820	-78.596180
3.21	-78.472570	-78.705555	-78.472570	-78.705555
3.22	-78.169445	-78.702430	-78.169445	-78.702430
3.23	-78.263195	-78.314930	-78.263195	-78.314930
3.24	-78.503820	-78.174305	-78.503820	-78.174305
3.25	-78.450695	-78.464930	-78.450695	-78.464930
3.26	-78.303820	-78.455555	-78.303820	-78.455555
3.27	-78.419445	-78.146180	-78.419445	-78.146180
3.28	-78.635070	-78.180555	-78.635070	-78.180555
3.29	-78.553820	-78.430555	-78.553820	-78.430555
3.30	-78.563195	-78.696180	-78.563195	-78.696180
3.31	-78.738195	-78.799305	-78.738195	-78.799305
3.32	-78.828820	-78.918055	-78.828820	-78.918055
3.33	-78.503820	-78.893055	-78.503820	-78.893055
3.34	-78.425695	-78.446180	-78.425695	-78.446180
3.35	-78.435070	-78.352430	-78.435070	-78.352430
3.36	-78.206945	-78.511805	-78.206945	-78.511805
3.37	-78.191320	-78.505555	-78.191320	-78.505555
3.38	-78.425695	-78.321180	-78.425695	-78.321180
3.39	-78.653820	-78.296180	-78.653820	-78.296180
3.40	-78.581945	-78.546180	-78.581945	-78.546180
3.41	-78.378820	-78.655555	-78.378820	-78.655555
3.42	-78.425695	-78.571180	-78.425695	-78.571180
3.43	-78.885070	-78.696180	-78.885070	-78.696180
3.44	-78.750695	-78.839930	-78.750695	-78.839930
3.45	-78.700695	-78.405555	-78.700695	-78.405555
3.46	-79.156945	-78.243055	-79.156945	-78.243055
3.47	-79.147570	-78.599305	-79.147570	-78.599305
3.48	-78.669445	-78.886805	-78.669445	-78.886805
3.49	-78.491320	-78.674305	-78.491320	-78.674305
3.50	-78.400695	-78.561805	-78.400695	-78.561805
3.51	-78.635070	-78.680555	-78.635070	-78.680555
3.52	-78.594445	-78.683680	-78.594445	-78.683680
3.53	-79.203820	-78.427430	-79.203820	-78.427430
3.54	-78.200695	-78.427430	-78.200695	-78.427430
3.55	-76.860070	-78.649305	-76.860070	-78.649305
3.56	-77.035070	-78.555555	-77.035070	-78.555555
3.57	-78.066320	-78.483680	-78.066320	-78.483680
3.58	-78.744445	-78.711805	-78.744445	-78.711805
3.59	-78.991320	-78.868055	-78.991320	-78.868055
3.60	-78.800695	-78.477430	-78.800695	-78.477430
3.61	-79.175695	-78.268055	-79.175695	-78.268055
3.62	-79.538195	-78.630555	-79.538195	-78.630555
3.63	-79.291320	-78.643055	-79.291320	-78.643055
3.64	-78.666320	-78.289930	-78.666320	-78.289930
3.65	-78.781945	-78.483680	-78.781945	-78.483680
3.66	-78.828820	-78.730555	-78.828820	-78.730555
3.67	-78.522570	-78.671180	-78.522570	-78.671180
3.68	-78.378820	-78.449305	-78.378820	-78.449305
3.69	-78.650695	-78.674305	-78.650695	-78.674305
3.70	-78.535070	-78.755555	-78.535070	-78.755555
3.71	-78.191320	-78.480555	-78.191320	-78.480555
3.72	-78.285070	-78.449305	-78.285070	-78.449305
3.73	-78.628820	-78.543055	-78.628820	-78.543055
3.74	-78.603820	-78.743055	-78.603820	-78.743055
3.75	-78.585070	-78.499305	-78.585070	-78.499305
3.76	-78.606945	-78.702430	-78.606945	-78.702430
3.77	-78.663195	-78.855555	-78.663195	-78.855555
3.78	-78.510070	-78.699305	-78.510070	-78.699305
3.79	-78.275695	-78.461805	-78.275695	-78.461805
3.80	-78.488195	-78.714930	-78.488195	-78.714930
3.81	-78.753820	-79.127430	-78.753820	-79.127430
3.82	-78.641320	-79.014930	-78.641320	-79.014930
3.83	-78.388195	-78.746180	-78.388195	-78.746180
3.84	-78.444445	-78.536805	-78.444445	-78.536805
3.85	-78.713195	-78.477430	-78.713195	-78.477430
3.86	-78.591320	-78.361805	-78.591320	-78.361805
3.87	-78.694445	-78.655555	-78.694445	-78.655555
3.88	-78.997570	-78.961805	-78.997570	-78.961805
3.89	-78.853820	-78.868055	-78.853820	-78.868055
3.90	-78.444445	-78.546180	-78.444445	-78.546180
3.91	-78.563195	-78.746180	-78.563195	-78.746180
3.92	-78.988195	-79.002430	-78.988195	-79.002430
3.93	-78.900695	-78.983680	-78.900695	-78.983680
3.94	-78.528820	-78.689930	-78.528820	-78.689930
3.95	-78.666320	-78.818055	-78.666320	-78.818055
3.96	-78.910070	-78.983680	-78.910070	-78.983680
3.97	-78.772570	-78.899305	-78.772570	-78.899305
3.98	-78.369445	-78.943055	-78.369445	-78.943055
3.99	-78.553820	-79.046180	-78.553820	-79.046180
4.00	-78.838195	-78.811805	-78.838195	-78.811805
4.01	-78.541320	-78.430555	-78.541320	-78.430555
4.02	-78.603820	-78.461805	-78.603820	-78.461805
4.03	-78.944445	-78.564930	-78.944445	-78.564930
4.04	-78.635070	-78.333680	-78.635070	-78.333680
4.05	-77.997570	-78.089930	-77.997570	-78.089930
4.06	-78.128820	-78.399305	-78.128820	-78.399305
4.07	-78.703820	-78.564930	-78.703820	-78.564930
4.08	-78.822570	-78.258680	-78.822570	-78.258680
4.09	-78.441320	-78.143055	-78.441320	-78.143055
4.10	-78.594445	-78.468055	-78.594445	-78.468055
4.11	-78.835070	-78.405555	-78.835070	-78.405555
4.12	-78.710070	-77.964930	-78.710070	-77.964930
4.13	-78.453820	-78.124305	-78.453820	-78.124305
4.14	-78.488195	-78.424305	-78.488195	-78.424305
4.15	-78.594445	-78.374305	-78.594445	-78.374305
4.16	-78.403820	-78.368055	-78.403820	-78.368055
4.17	-78.422570	-78.571180	-78.422570	-78.571180
4.18	-78.403820	-78.608680	-78.403820	-78.608680
4.19	-78.538195	-78.411805	-78.538195	-78.411805
4.20	-78.353820	-78.333680	-78.353820	-78.333680
4.21	-78.303820	-78.621180	-78.303820	-78.621180
4.22	-78.644445	-78.930555	-78.644445	-78.930555
4.23	-78.606945	-78.949305	-78.606945	-78.949305
4.24	-78.394445	-78.927430	-78.394445	-78.927430
4.25	-78.653820	-78.908680	-78.653820	-78.908680
4.26	-78.944445	-78.649305	-78.944445	-78.649305
4.27	-78.822570	-78.439930	-78.822570	-78.439930
4.28	-78.481945	-78.752430	-78.481945	-78.752430
4.29	-78.810070	-78.933680	-78.810070	-78.933680
4.30	-78.963195	-78.624305	-78.963195	-78.624305
4.31	-78.563195	-78.527430	-78.563195	-78.527430
4.32	-78.272570	-78.630555	-78.272570	-78.630555
4.33	-78.603820	-78.589930	-78.603820	-78.589930
4.34	-78.866320	-78.224305	-78.866320	-78.224305
4.35	-78.560070	-78.152430	-78.560070	-78.152430
4.36	-78.528820	-78.452430	-78.528820	-78.452430
4.37	-78.928820	-78.702430	-78.928820	-78.702430
4.38	-78.972570	-78.702430	-78.972570	-78.702430
4.39	-78.503820	-78.761805	-78.503820	-78.761805
4.40	-78.478820	-78.861805	-78.478820	-78.861805
4.41	-78.610070	-78.696180	-78.610070	-78.696180
4.42	-78.435070	-78.255555	-78.435070	-78.255555
4.43	-78.216320	-78.068055	-78.216320	-78.068055
4.44	-78.622570	-78.274305	-78.622570	-78.274305
4.45	-78.825695	-78.383680	-78.825695	-78.383680
4.46	-78.663195	-78.358680	-78.663195	-78.358680
4.47	-78.360070	-78.483680	-78.360070	-78.483680
4.48	-78.785070	-78.658680	-78.785070	-78.658680
4.49	-78.938195	-78.552430	-78.938195	-78.552430
4.50	-78.628820	-78.464930	-78.628820	-78.464930
4.51	-78.428820	-78.458680	-78.428820	-78.458680
4.52	-78.638195	-78.293055	-78.638195	-78.293055
4.53	-78.703820	-78.068055	-78.703820	-78.068055
4.54	-78.375695	-78.183680	-78.375695	-78.183680
4.55	-78.213195	-78.368055	-78.213195	-78.368055
4.56	-78.353820	-78.289930	-78.353820	-78.289930
4.57	-78.391320	-78.274305	-78.391320	-78.274305
4.58	-78.319445	-78.583680	-78.319445	-78.583680
4.59	-78.513195	-78.843055	-78.513195	-78.843055
4.60	-78.591320	-78.649305	-78.591320	-78.649305
4.61	-78.616320	-78.583680	-78.616320	-78.583680
4.62	-78.638195	-78.883680	-78.638195	-78.883680
4.63	-78.666320	-78.646180	-78.666320	-78.646180
4.64	-78.416320	-78.305555	-78.416320	-78.305555
4.65	-78.147570	-78.255555	-78.147570	-78.255555
4.66	-78.472570	-78.455555	-78.472570	-78.455555
4.67	-78.950695	-78.577430	-78.950695	-78.577430
4.68	-79.188195	-78.324305	-79.188195	-78.324305
4.69	-78.897570	-78.277430	-78.897570	-78.277430
4.70	-78.706945	-78.436805	-78.706945	-78.436805
4.71	-78.850695	-78.236805	-78.850695	-78.236805
4.72	-78.869445	-78.205555	-78.869445	-78.205555
4.73	-78.338195	-78.211805	-78.338195	-78.211805
4.74	-78.372570	-78.274305	-78.372570	-78.274305
4.75	-78.778820	-78.352430	-78.778820	-78.352430
4.76	-78.613195	-78.864930	-78.613195	-78.864930
4.77	-78.356945	-79.246180	-78.356945	-79.246180
4.78	-78.381945	-79.024305	-78.381945	-79.024305
4.79	-78.397570	-78.280555	-78.397570	-78.280555
4.80	-78.222570	-78.096180	-78.222570	-78.096180
4.81	-78.247570	-78.277430	-78.247570	-78.277430
4.82	-78.581945	-78.377430	-78.581945	-78.377430
4.83	-78.822570	-78.405555	-78.822570	-78.405555
4.84	-78.788195	-78.583680	-78.788195	-78.583680
4.85	-78.828820	-78.586805	-78.828820	-78.586805
4.86	-78.825695	-78.264930	-78.825695	-78.264930
4.87	-78.413195	-78.280555	-78.413195	-78.280555
4.88	-78.088195	-78.580555	-78.088195	-78.580555
4.89	-78.303820	-78.427430	-78.303820	-78.427430
4.90	-78.828820	-78.155555	-78.828820	-78.155555
4.91	-78.781945	-78.489930	-78.781945	-78.489930
4.92	-78.431945	-78.527430	-78.431945	-78.527430
4.93	-78.535070	-78.268055	-78.535070	-78.268055
4.94	-78.635070	-78.149305	-78.635070	-78.149305
4.95	-78.388195	-78.302430	-78.388195	-78.302430
4.96	-78.316320	-78.446180	-78.316320	-78.446180
4.97	-78.685070	-78.352430	-78.685070	-78.352430
4.98	-78.894445	-78.555555	-78.894445	-78.555555
4.99	-78.591320	-78.814930	-78.591320	-78.814930
